PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米)
6.11,6.29,0.46,0.12,0.12,73.48
6.4,6.57,0.49,0.12,0.12,72.19
6.62,6.8,0.5,0.12,0.12,71.67
6.61,6.79,0.5,0.12,0.12,72.19
6.92,7.1,0.52,0.12,0.12,70.95
7.17,7.36,0.54,0.12,0.12,70.52
7.03,7.21,0.53,0.12,0.11,70.85
7.16,7.35,0.54,0.12,0.11,69.17
6.88,7.07,0.53,0.11,0.11,70.49
6.98,7.17,0.53,0.12,0.11,71.91
6.76,6.94,0.51,0.12,0.11,72.21
7.28,7.46,0.54,0.13,0.11,68.82
7.55,7.73,0.55,0.17,0.11,68.54
7.03,7.21,0.52,0.17,0.11,71.8
7.7,7.88,0.55,0.17,0.11,71.13
8.44,8.63,0.58,0.19,0.12,71.57
9.4,9.72,0.78,0.64,0.12,72.31
9.57,9.92,0.81,0.65,0.12,72.29
8.95,9.28,0.76,0.56,0.12,72.56
9.05,9.38,0.76,0.54,0.12,72.66
9.03,9.35,0.75,0.49,0.12,72.91
8.93,9.24,0.73,0.44,0.12,73.49
8.72,9.01,0.72,0.4,0.12,74.09
8.61,8.89,0.7,0.38,0.12,73.96
8.47,8.76,0.69,0.37,0.12,74.1
8.5,8.78,0.7,0.39,0.12,73.71
8.55,8.85,0.71,0.43,0.12,73.24
8.6,8.89,0.72,0.44,0.12,72.95
8.6,8.89,0.72,0.46,0.12,72.57
8.6,8.87,0.71,0.46,0.12,71.35
8.62,8.88,0.69,0.47,0.12,70.39
8.55,8.82,0.67,0.46,0.12,69.76
8.32,8.58,0.65,0.42,0.12,70.3
8.1,8.35,0.63,0.38,0.12,70.59
7.87,8.12,0.62,0.34,0.12,72.97
7.82,8.07,0.61,0.35,0.12,71.43
7.84,8.09,0.6,0.38,0.12,70.7
7.8,8.04,0.58,0.35,0.12,69.65
7.81,8.05,0.58,0.35,0.12,67.97
8.51,8.78,0.79,0.38,0.12,65.77
13.47,13.94,2.32,0.56,0.14,64.81
21.67,22.5,5.15,0.85,0.18,62.68
29.67,30.85,8.1,1.23,0.21,62.92
33.88,35.3,10.02,1.43,0.23,66.06
37.53,39.22,11.52,1.61,0.25,66.5
41.1,43.34,12.71,1.89,0.26,65.48
42.1,45.71,12.78,2.47,0.27,63.76
41.16,47.31,13.24,3,0.28,64.77
39.29,49.25,13.48,3.76,0.29,62.92
35.75,50.03,13.89,4.46,0.3,62.24
32.59,50.08,14.34,5.34,0.31,61.89
31.18,49.37,14.66,5.71,0.32,62.31
31.46,48.3,14.83,6.2,0.34,61.43
32.25,46.78,14.73,7.26,0.37,57.86
31.04,43.81,14.81,8.73,0.41,55.35
28.27,40.26,15.12,11.31,0.49,54.09
25.53,36.81,15.4,14.1,0.57,54.49
26.6,36.23,15.68,14.54,0.6,56.34
28.21,36.72,16.19,14.46,0.59,56.62
30.97,38.07,16.49,12.58,0.51,56.46
32.42,39.3,16.87,11.47,0.43,56.57
34.2,41.26,17.31,11.04,0.38,55.1
35.75,42.88,16.84,11.38,0.38,52.82
31.73,40.96,15.42,16.03,0.49,50.34
25.82,35.31,11.61,14.21,0.55,55.81
24,31.89,9.13,5.85,0.44,60.95
23.1,31.52,8.81,5.54,0.43,60.61
21.34,30.23,8.61,6.03,0.44,61.8
20.16,29.34,8.49,6.41,0.45,63.2
19.42,28.72,8.34,6.97,0.47,63.66
18.42,27.92,8.03,8.8,0.51,62.76
17.32,27.27,7.63,12.63,0.59,60.74
19.26,29.18,8.23,8.63,0.52,61.24
20.83,31.07,8.81,8.39,0.49,61.59
20.53,31.95,9.09,12.31,0.53,58.38
20.15,32.26,9.65,16.74,0.54,54.22
21.81,34.37,11.25,13.1,0.54,56.48
24.45,36.59,12.23,8.95,0.51,61.59
25.81,37.9,12.43,9.36,0.5,61.14
24.85,37.18,12.07,10.14,0.49,60.78
23.53,35.9,11.22,11.25,0.5,62.22
21.58,33.69,10.23,11.43,0.5,63.21
18.31,30.02,9.44,11.25,0.5,64.67
16.57,28.5,9.09,10.76,0.5,65.74
18.8,30,9.37,7.51,0.48,69.28
20.62,31.7,10.26,5.77,0.47,72.3
21.38,32.67,10.99,4.81,0.47,71.56
22.04,33.53,11.67,4.53,0.46,68.98
22.49,34.54,12.42,4.6,0.47,65.32
24.54,37.28,14.13,4.56,0.48,62.21
26.76,40.2,15.81,4.66,0.49,60.51
28.01,41.9,17.08,4.55,0.51,60.64
27.44,41.64,17.11,4.53,0.55,60.06
25.72,40.55,17.08,5.78,0.61,57.77
25.32,40.25,16.17,6.6,0.66,57.34
25.85,40.62,14.48,6.98,0.72,56.79
26.05,40.75,12.38,7.46,0.79,55.19
26.37,40.12,10.67,8.38,0.86,53.79
26.14,38.37,9.05,10.64,0.95,52.47
26.19,36.94,7.9,13.66,1.03,50.28
27.07,37,7.25,17.31,1.11,46.86
29.09,39.58,7.57,21.19,1.2,43.64
29.63,41.48,8.36,24,1.27,42.05
29.27,42.23,8.8,24.11,1.32,40.9
28.53,41.9,8.88,25.32,1.39,38.22
28.02,42.05,8.7,26.23,1.43,36.55
28.41,43.22,7.93,28.53,1.48,35.07
29.36,45.75,7.48,31.84,1.57,33.28
25.57,43.37,6.77,32.81,1.65,32.16
22.77,39.82,7.79,29.48,1.67,33.83
27.77,41.52,10.13,23.2,1.61,37.68
31.91,43.02,12.28,17.94,1.54,43.11
34.96,44.97,12.91,16.12,1.54,45.79
40.51,49.35,13.37,15.6,1.55,44.48
39.31,46.73,11.72,16.98,1.71,35.77
27.7,35.55,5.65,21.24,1.92,29.72
31.28,44.17,9.73,17.99,1.63,33.92
39.64,57.01,16.38,14.78,1.35,38.52
39.88,58.57,16.5,16.1,1.36,36.96
38.37,58.2,16.78,18.93,1.4,35.19
37.34,59.14,15.51,21.89,1.48,30.13
36.66,59.05,15.47,24.23,1.54,29.99
34.62,56.96,14.64,27.94,1.69,28.17
34.12,55.74,13.68,32.34,1.87,28.78
37.74,59.5,12.6,35.46,1.91,30.92
44.98,66.86,13.29,30.94,1.57,38.27
51.62,73.84,13.14,23.3,1.17,50.97
55,78.16,13.16,23.82,1.13,53
56.71,81.64,13.58,30.31,1.32,49.86
60.42,89.5,14.78,36.81,1.51,47.87
66.2,100.63,16.5,42.06,1.59,45.03
79,123.87,20.86,52.72,1.76,33.57
89.79,145.28,26.77,60.35,1.83,27.07
77.65,125.03,22.02,46.57,1.52,40.32
67.85,107.64,18.1,35.66,1.31,53.39
66.3,106.06,19.14,31.26,1.3,55.02
66.54,107.67,21.94,28.93,1.33,55.27
63.83,105.58,24.24,26.66,1.32,56.73
60.07,101.37,25.8,24.23,1.25,59.97
57.59,99.26,28.47,24.16,1.2,61.2
56.4,99.68,32.14,26.24,1.17,60.89
55.16,100.57,35.85,28.82,1.14,60.14
51.35,96.62,37.48,28.93,1.06,61.89
57.76,112.52,43.39,37.62,1.21,59.74
45.77,92.3,41.6,33.26,0.99,57.78
43.07,89.33,43.04,36.89,0.96,53.11
40.41,85.12,41.27,37.06,0.96,51.98
36.39,77.42,37.56,34.19,0.94,54.52
33.93,72.19,34.97,33.54,0.98,53.45
32.75,68.07,32.54,30.78,1.02,54.38
33.04,67.04,34.19,31.59,1.11,54.33
34,69.29,41.89,39.13,1.24,47.29
33.93,67.27,37.77,37.57,1.31,48.79
31.98,59.77,26.44,30.35,1.17,58.94
29.79,52.44,17.83,23.83,0.97,69.78
28.74,48.64,13.16,19.82,0.83,78.94
28.55,48.75,12.66,19.46,0.78,82.71
29.28,53.99,15.75,24.6,0.87,83.22
28.15,53.97,14.21,24.83,0.8,85.17
24.81,49.15,12.29,22.67,0.67,88.96
22.5,44.22,10.75,19.46,0.56,90.38
20.88,40.94,9.62,17.25,0.49,91.26
19.81,38.95,8.72,16.9,0.46,90.22
18.92,36.69,8.33,16.89,0.44,88.55
17.03,33.41,9.55,17.41,0.42,88.49
12.59,24.35,9.15,13.1,0.35,96.75
1.82,1.9,0.27,0.59,0.13,96.76
1.72,1.78,0.26,0.37,0.13,97.81
1.66,1.72,0.25,0.28,0.13,96.68
1.73,1.79,0.25,0.25,0.13,96.91
1.69,1.76,0.25,0.23,0.13,97.29
1.54,1.6,0.24,0.23,0.13,98.4
1.5,1.56,0.24,0.22,0.13,96.11
1.73,1.8,0.24,0.22,0.13,94.2
1.75,1.83,0.24,0.22,0.13,94.52
1.7,1.78,0.24,0.27,0.13,92.73
1.44,1.55,0.23,0.23,0.13,95.87
1.58,1.66,0.23,0.2,0.13,95.9
1.6,1.68,0.21,0.19,0.13,97.86
1.63,1.7,0.21,0.18,0.13,95.71
1.5,1.58,0.21,0.18,0.13,94.3
1.6,1.68,0.2,0.17,0.13,93.36
1.8,1.89,0.2,0.17,0.13,91.21
1.91,2.01,0.21,0.17,0.13,88.81
2.15,2.29,0.23,0.16,0.13,86.31
2.31,2.52,0.23,0.15,0.13,86.68
2.62,2.74,0.23,0.14,0.12,81.24
2.86,2.97,0.24,0.13,0.12,79.91
3.02,3.13,0.25,0.12,0.12,78.88
3.17,3.28,0.27,0.12,0.12,78.98
3.3,3.42,0.28,0.12,0.12,78.85
3.47,3.61,0.27,0.12,0.12,80.16
3.54,3.7,0.26,0.12,0.12,79.4
3.64,3.78,0.25,0.11,0.12,79.87
3.81,3.92,0.26,0.11,0.12,79.29
3.97,4.09,0.27,0.11,0.12,79.94
4.01,4.12,0.27,0.1,0.12,78.71
4.04,4.15,0.26,0.1,0.12,80.86
4.1,4.21,0.25,0.11,0.12,81.74
4.16,4.26,0.25,0.11,0.12,80.95
4.19,4.3,0.25,0.11,0.12,80.63
4.2,4.31,0.25,0.1,0.12,80.08
4.2,4.31,0.26,0.1,0.12,78.87
4.13,4.23,0.26,0.1,0.12,78.18
4.05,4.15,0.25,0.1,0.12,78.42
4.01,4.11,0.25,0.11,0.12,78.06
4.03,4.13,0.25,0.11,0.12,76.97
4.23,4.33,0.25,0.12,0.12,74.58
4.46,4.56,0.25,0.12,0.12,72.93
4.56,4.66,0.25,0.11,0.12,73.19
4.68,4.78,0.26,0.11,0.12,73.57
4.72,4.82,0.26,0.11,0.12,73.4
4.7,4.8,0.26,0.1,0.12,73.76
4.67,4.77,0.25,0.1,0.12,74.03
4.61,4.71,0.25,0.1,0.12,73.61
4.56,4.65,0.25,0.1,0.12,73.42
4.39,4.49,0.25,0.1,0.12,73.02
4.27,4.36,0.25,0.1,0.12,72.43
4.23,4.33,0.26,0.1,0.12,72.43
4.21,4.31,0.26,0.1,0.12,72.53
4.18,4.27,0.26,0.1,0.12,72.41
4.1,4.19,0.26,0.1,0.12,72.24
4.03,4.13,0.26,0.1,0.12,72.37
3.98,4.08,0.26,0.11,0.12,72.84
3.98,4.08,0.27,0.1,0.12,72.99
3.95,4.05,0.27,0.11,0.12,72.79
3.93,4.03,0.27,0.11,0.12,72.8
3.94,4.04,0.28,0.11,0.12,72.43
4.03,4.14,0.28,0.11,0.12,73.66
4.14,4.25,0.29,0.11,0.12,72.95
4.2,4.33,0.3,0.11,0.12,72.27
4.19,4.32,0.3,0.11,0.12,72.34
4.25,4.38,0.31,0.11,0.12,72.77
4.31,4.44,0.32,0.12,0.12,71.84
4.39,4.53,0.33,0.12,0.12,70.65
4.43,4.57,0.33,0.12,0.12,69.65
4.4,4.55,0.33,0.12,0.11,68.91
4.53,4.67,0.33,0.13,0.11,67.81
4.9,5.05,0.36,0.13,0.11,65.4
5.17,5.32,0.36,0.13,0.11,64.69
5.52,5.68,0.38,0.12,0.11,64.99
5.58,5.74,0.39,0.12,0.11,67.37
5.67,5.84,0.41,0.11,0.11,66.82
5.78,5.95,0.42,0.11,0.11,68.02
5.91,6.08,0.44,0.11,0.11,70.03
6.1,6.27,0.46,0.11,0.11,71.71
5.95,6.12,0.45,0.11,0.11,74.12
6.14,6.32,0.46,0.12,0.12,74.55
6.09,6.27,0.46,0.12,0.12,74.62
6.44,6.62,0.48,0.13,0.12,74
6.84,7.03,0.51,0.12,0.12,73.29
7.2,7.38,0.54,0.12,0.12,71.16
7.19,7.38,0.54,0.12,0.12,71.43
7.35,7.54,0.56,0.12,0.11,69.6
7.17,7.35,0.55,0.13,0.11,68.3
7.09,7.28,0.55,0.13,0.11,67.68
7.46,7.65,0.56,0.13,0.11,67.65
6.73,6.91,0.52,0.13,0.11,69.93
7.19,7.37,0.53,0.13,0.11,69.77
8.12,8.3,0.56,0.15,0.11,69.77
8.29,8.48,0.57,0.15,0.11,70.82
8.53,8.72,0.58,0.15,0.11,70.89
8.69,8.88,0.6,0.19,0.12,70.98
9.84,10.34,1.01,1.11,0.12,70.65
10.53,11.18,1.23,1.56,0.13,70.94
10.23,10.78,1.09,1.23,0.12,71.79
10.05,10.55,1.02,1.07,0.12,72.33
9.89,10.35,0.97,0.95,0.12,72.63
9.73,10.16,0.92,0.85,0.12,72.93
9.53,9.93,0.88,0.76,0.12,73.12
9.38,9.75,0.85,0.69,0.12,73.3
9.27,9.63,0.83,0.65,0.12,73.58
9.24,9.59,0.82,0.65,0.12,73.47
9.22,9.56,0.82,0.65,0.12,73.35
9.15,9.43,0.79,0.61,0.12,72.5
9.13,9.43,0.79,0.59,0.12,72.75
9.09,9.36,0.77,0.55,0.12,72.01
9.06,9.33,0.75,0.5,0.12,71.71
8.94,9.21,0.72,0.46,0.12,71.23
8.56,8.82,0.67,0.41,0.12,70.97
8.2,8.45,0.65,0.36,0.12,72.74
7.88,8.13,0.63,0.33,0.12,73.43
7.81,8.05,0.61,0.33,0.12,71.81
7.81,8.05,0.61,0.35,0.12,71.4
7.74,7.98,0.59,0.32,0.12,70.66
7.8,8.04,0.59,0.33,0.12,69
9.17,9.47,1.04,0.39,0.13,66.74
14.17,14.69,2.67,0.59,0.15,65.52
20.31,21.09,4.8,0.81,0.17,64.38
25.4,26.44,6.75,1.09,0.2,64.5
28.62,29.84,8.06,1.29,0.21,65.9
32.01,33.45,9.16,1.47,0.22,65.14
36.42,38.33,10.29,1.88,0.24,62.91
41.05,44.09,11.67,2.47,0.26,62.3
43.06,48.39,12.87,3.43,0.28,61.95
41.34,50.11,13.08,4.6,0.29,59.47
38.16,50.94,13.66,5.64,0.31,59.83
35.31,51.49,14.65,6.7,0.33,63.46
32.81,50.45,14.77,7.16,0.34,62.45
31.68,48.56,14.81,7.73,0.37,60.14
29.66,45.95,14.81,10.29,0.42,55.57
25.78,41.43,15.09,12.87,0.49,54.26
20.82,36.2,15.2,16.15,0.6,53.45
15.46,31.49,15.79,21.17,0.72,54.79
14.5,29.66,15.99,23.23,0.75,55.52
19.98,32.1,15.91,20.45,0.66,55.67
28.76,35.91,14.78,12.77,0.49,57.38
32.43,37.58,13.79,9.58,0.38,57.02
33.92,39.09,13.59,9.25,0.33,55.66
34.79,40.22,13.32,9.94,0.34,53.75
31.42,37.64,11.74,11.16,0.41,53.32
27.11,33.24,9.88,7.69,0.44,59.55
25.04,31.85,9.1,4.97,0.44,61.35
23.91,31.49,8.79,5.07,0.44,60.39
22.58,30.56,8.7,5.23,0.43,62.83
21.81,30.07,8.59,5.19,0.44,64.29
21.1,29.48,8.4,5.16,0.45,64.33
20.01,28.66,8.06,6.85,0.49,62.9
18.03,27.56,7.6,12.16,0.59,59.82
20.73,29.58,8.36,7.51,0.51,61.03
22.16,31.1,9.12,7.44,0.49,61.71
21.39,31.5,9.76,11.84,0.53,59.41
21.15,31.53,10.53,15.22,0.54,56.74
22.9,33.64,11.47,12.94,0.55,56.76
25.85,36.56,12.03,8.41,0.53,60.2
27.31,38.09,12.24,8.65,0.52,59.88
26.41,37.73,12.13,9.27,0.52,60.09
24.84,37.16,11.65,10.44,0.53,61.23
23.07,35.92,10.98,10.39,0.52,62.49
21.23,34.27,10.29,9.87,0.51,64
20.38,33.28,10.3,8.7,0.5,65.79
21.73,34.16,10.68,6.23,0.48,68.35
23.37,35.75,11.66,5.01,0.47,70.76
24.23,36.78,12.55,4.34,0.46,70.1
24.88,37.7,13.5,4.36,0.46,67.04
25.44,38.8,14.74,4.54,0.46,63.07
27.43,41.22,16.42,4.26,0.47,61.19
30.49,44.69,17.92,3.92,0.47,60.74
31.7,45.93,18.7,3.91,0.49,61.08
30.86,44.9,18.54,4.2,0.53,60.32
29.43,43.36,18.11,5.01,0.58,58.36
29.19,43.04,17.02,5.66,0.64,57.39
29.37,43.15,15.46,6.09,0.7,58.05
28.42,42.53,13.33,6.92,0.79,56.48
27.05,40.77,11.11,8.1,0.86,54.17
25.41,38.53,9.46,10.79,0.96,51.4
24.63,36.72,8.22,14.37,1.04,48.74
25.13,36.24,7.6,17.84,1.12,46.27
26.18,37.43,7.92,21.68,1.2,43.69
26.13,38.75,8.7,27.9,1.35,39.28
26.24,39.48,8.37,29.6,1.43,36.11
26.24,39.34,7.98,28.88,1.46,35.06
26.15,39.75,7.5,28.95,1.49,33.89
26.27,40.58,7.03,29.86,1.51,33.83
27.47,42.48,6.62,32.1,1.58,32.93
26.94,41.47,6.53,31,1.62,33.12
26.71,39.51,8.5,27.51,1.63,33.58
30.27,40.63,10.5,22.39,1.58,36.32
34.23,42.95,11.97,18.67,1.53,40.68
37.26,45.3,12.67,16.82,1.51,44.28
42.51,49.97,13.24,16.37,1.51,44.4
41.83,48.59,12.14,18.24,1.66,36.35
29.16,37.32,6.56,23.73,1.95,28.89
31.76,43.18,9.19,19.76,1.65,34.24
41.99,56.66,15.55,15.23,1.34,39.95
43.76,59.29,15.04,16.45,1.37,36.01
42.7,59.47,15.61,18.07,1.37,34.69
41.16,59.94,14.66,21.19,1.45,31.97
40.15,59.86,14.11,24.82,1.52,31.7
38.41,59.02,12.86,29.71,1.66,30.65
39.17,60.31,12.13,34.31,1.81,31.69
43.2,64.93,12.26,37.12,1.84,32.28
48.41,70.18,13.17,34.32,1.68,37.11
53.17,75.07,13.09,26.97,1.42,47.97
56.48,79.95,13.1,27.36,1.38,50.11
60.08,85.06,13.57,30.41,1.42,52.34
63.11,91.17,14.34,34.71,1.44,52.44
68.99,102.84,16.33,42.88,1.63,44.78
79.2,123.42,20.73,52.64,1.74,34.64
87.63,142.1,26.06,56.14,1.7,33.05
79.49,130.29,22.35,46.06,1.44,45.91
71.14,115.59,18.83,36.85,1.29,54.67
69.46,113.39,19.75,32.24,1.3,55.01
69.16,113.31,22.1,29.63,1.32,55.64
65.94,109.62,24.02,26.86,1.29,58.65
62.35,106.44,26.15,25.12,1.25,61.07
60.36,105.57,29.03,25.83,1.22,61.07
59.08,106.18,32.8,28.57,1.2,59.59
57.21,105.81,35.74,30.73,1.16,58.8
52.37,99.66,36.21,29.86,1.06,60.59
50.06,98.41,37.85,31.82,1.03,59.59
46.34,94.06,38.17,33.56,0.98,57.3
45.81,95.45,40.66,41.48,0.99,49.23
44.3,92.99,39.89,43.18,1,47
42.5,88.67,38.79,41.96,1.02,47.36
40.46,84.99,39.57,43.73,1.09,44.27
35.54,72.98,34.36,35.29,1.08,50.28
34.17,67.99,33.71,33.76,1.15,51.72
35.74,71.62,44.79,43.36,1.34,42.85
33.51,64.63,37.21,38.3,1.29,48.56
33.24,61.14,28.61,32.81,1.25,55.16
33.43,59.39,24.06,30.58,1.19,60.08
30.87,52.38,16.39,23.42,0.96,71.97
30.29,50.61,13.23,20.5,0.84,79.17
31.93,56.98,17.72,26.06,0.94,79.36
30.78,56.51,15.25,24.88,0.84,82.92
28.73,53.43,12.78,22.44,0.71,86.83
26.06,50.78,13.06,22.56,0.63,87.86
25.7,52.78,15.16,25.5,0.62,85.33
24.3,49.93,14.08,24.97,0.56,84.2
22.03,43.02,10.2,20.1,0.46,86.37
20.34,41.07,11.16,22.23,0.46,84.71
15.79,32.85,11.24,20.36,0.41,88.16
1.69,1.76,0.27,0.57,0.13,98.67
1.53,1.6,0.26,0.41,0.13,99.07
1.46,1.53,0.25,0.28,0.13,98.6
1.44,1.51,0.24,0.25,0.13,98.74
1.51,1.57,0.24,0.23,0.13,98.76
1.52,1.58,0.24,0.22,0.13,99.6
1.53,1.59,0.24,0.22,0.13,98.88
1.59,1.65,0.25,0.22,0.13,95.48
1.6,1.68,0.25,0.22,0.13,95.87
1.72,1.8,0.25,0.27,0.13,93.23
1.61,1.84,0.25,0.24,0.13,99.64
1.65,1.74,0.24,0.2,0.13,100.58
1.9,1.98,0.23,0.19,0.13,100.58
1.92,2,0.23,0.18,0.13,97.07
1.8,1.88,0.22,0.18,0.13,94.61
1.74,1.83,0.22,0.17,0.13,93.42
1.85,1.95,0.22,0.17,0.13,91.83
1.83,1.95,0.23,0.16,0.13,91.44
2.31,2.49,0.26,0.16,0.12,87.94
2.45,2.81,0.26,0.14,0.12,90.19
2.73,2.85,0.26,0.14,0.12,81.92
2.9,3.02,0.27,0.13,0.12,80.88
3.21,3.32,0.29,0.12,0.12,78.68
3.26,3.38,0.29,0.12,0.12,79.81
3.44,3.57,0.31,0.12,0.12,79.7
3.7,3.85,0.32,0.12,0.12,78.3
3.83,4.05,0.3,0.12,0.12,79.14
4.03,4.31,0.3,0.11,0.12,79.5
4.22,4.35,0.3,0.11,0.12,78.29
4.38,4.51,0.3,0.11,0.12,79.49
4.46,4.58,0.29,0.11,0.12,78.9
4.5,4.62,0.28,0.11,0.12,79.79
4.59,4.71,0.28,0.1,0.12,80.23
4.58,4.69,0.28,0.1,0.12,78.82
4.57,4.68,0.27,0.1,0.12,77.46
4.53,4.64,0.27,0.1,0.12,78.09
4.49,4.6,0.27,0.1,0.12,77.03
4.38,4.49,0.27,0.1,0.12,77.65
4.25,4.36,0.26,0.1,0.12,78.41
4.17,4.28,0.26,0.1,0.12,78.89
4.11,4.21,0.26,0.11,0.12,78.69
4.31,4.42,0.26,0.12,0.12,76.89
4.49,4.59,0.26,0.11,0.12,74.88
4.52,4.62,0.26,0.11,0.12,75.17
4.66,4.76,0.26,0.11,0.12,75.25
4.8,4.91,0.26,0.11,0.12,74.77
4.83,4.93,0.26,0.1,0.12,74.82
4.83,4.93,0.26,0.1,0.12,75.19
4.81,4.91,0.26,0.1,0.12,74.86
4.8,4.9,0.26,0.1,0.12,74.83
4.65,4.75,0.26,0.1,0.12,75.24
4.54,4.64,0.26,0.1,0.12,74.56
4.55,4.65,0.26,0.1,0.12,73.34
4.57,4.67,0.27,0.09,0.12,72.96
4.55,4.65,0.27,0.09,0.12,73.21
4.46,4.56,0.27,0.1,0.12,73.18
4.37,4.47,0.27,0.1,0.12,72.99
4.28,4.39,0.27,0.1,0.12,74.39
4.28,4.39,0.28,0.1,0.12,74.39
4.28,4.38,0.29,0.1,0.12,73.72
4.29,4.4,0.29,0.1,0.12,74.23
4.32,4.44,0.29,0.1,0.12,73.16
4.37,4.49,0.3,0.1,0.12,72.64
4.39,4.51,0.31,0.1,0.12,72.49
4.42,4.54,0.32,0.1,0.12,72.49
4.41,4.53,0.32,0.1,0.12,72.64
4.46,4.59,0.32,0.11,0.12,72.57
4.51,4.64,0.33,0.11,0.12,72.92
4.47,4.6,0.33,0.11,0.12,72.82
4.5,4.64,0.33,0.12,0.12,71.98
4.51,4.66,0.34,0.12,0.11,70.74
4.57,4.72,0.35,0.13,0.11,68.94
4.87,5.03,0.38,0.13,0.11,66.3
4.9,5.06,0.38,0.13,0.11,64.37
5.4,5.57,0.4,0.13,0.11,63.46
5.65,5.82,0.42,0.13,0.11,65.1
5.7,5.88,0.45,0.13,0.11,66.64
5.82,6,0.45,0.12,0.11,68.1
5.96,6.14,0.46,0.12,0.11,70.03
5.92,6.1,0.45,0.11,0.11,72.29
6.01,6.18,0.46,0.12,0.11,73.45
6.28,6.45,0.47,0.12,0.11,71.49
6.16,6.33,0.46,0.13,0.12,73.83
6.64,6.82,0.49,0.13,0.12,74.27
7.26,7.44,0.53,0.12,0.12,72.71
7.2,7.38,0.53,0.13,0.12,71.64
6.91,7.09,0.52,0.12,0.12,73.28
7.49,7.68,0.57,0.13,0.12,69.45
7.18,7.36,0.55,0.13,0.11,69.85
7.25,7.44,0.55,0.13,0.11,70.58
8.15,8.34,0.59,0.13,0.11,70.81
8.51,8.7,0.6,0.13,0.12,70.85
8.71,8.9,0.61,0.14,0.12,70.72
8.88,9.07,0.61,0.16,0.12,70.75
9.01,9.2,0.62,0.19,0.12,70.93
9.14,9.34,0.62,0.19,0.12,70.96
9.26,9.45,0.63,0.21,0.12,70.66
11.29,12.11,1.47,2.04,0.13,70.03
12.26,13.31,1.81,2.85,0.13,69.09
11.47,12.26,1.47,2.13,0.13,69.69
11.1,11.8,1.33,1.77,0.13,70.64
10.75,11.3,1.18,1.45,0.13,70.55
10.48,10.95,1.09,1.25,0.13,70.64
10.24,10.65,1.02,1.09,0.13,70.95
10.06,10.42,0.97,0.97,0.13,70.94
9.93,10.31,0.95,0.9,0.12,71.76
9.81,10.13,0.91,0.82,0.12,71.46
9.72,10.01,0.89,0.75,0.12,71.75
9.61,9.93,0.87,0.7,0.12,72.38
9.51,9.83,0.85,0.63,0.12,72.57
9.42,9.74,0.83,0.58,0.12,72.61
9.3,9.62,0.81,0.52,0.12,72.86
9.11,9.4,0.76,0.46,0.12,71.64
8.59,8.86,0.7,0.37,0.12,71.28
8.08,8.34,0.65,0.31,0.12,71.76
7.73,7.97,0.62,0.31,0.12,73.3
7.62,7.85,0.6,0.28,0.12,71.85
7.51,7.74,0.6,0.28,0.12,70.8
7.49,7.72,0.61,0.28,0.12,69.82
7.9,8.14,0.72,0.3,0.12,68.43
10.86,11.25,1.69,0.45,0.13,67.34
15.33,15.92,3.21,0.65,0.15,66.17
19.42,20.22,4.76,0.84,0.17,65.67
23.67,24.67,6.34,1.05,0.19,66.97
27.18,28.34,7.28,1.27,0.2,65.67
31.18,32.56,8.44,1.57,0.22,63.8
36.05,37.87,9.64,2.19,0.23,59.99
41.46,44.33,11.45,3.3,0.26,58.72
44.91,50.05,13.23,4.67,0.28,64.55
44.1,52.16,13.8,6.04,0.3,63.92
40.87,51.91,14,6.83,0.31,63.18
37.11,51.04,14.38,7.58,0.33,62.58
33.99,49.28,14.46,7.75,0.35,62.46
32.28,46.95,14.53,7.88,0.37,61.66
29.62,44.01,14.34,9.68,0.42,58.54
26.07,39.82,14.42,11.62,0.46,57.56
21.55,35.36,14.46,14.47,0.55,55.73
15.23,31.35,15.46,20.38,0.68,55.19
7.51,28.58,17.22,29.65,0.84,52.34
12.44,29.81,16.12,26.1,0.7,51.47
27.38,34.78,13.06,11.39,0.43,57.23
32.78,37.14,12.14,6.56,0.33,59.57
33.86,38.24,11.89,6.5,0.3,56.44
33.19,38.05,11.39,7.85,0.36,54.41
29.88,35.06,10.5,7.71,0.44,57.45
27.19,32.74,9.59,6.4,0.49,60.4
25.75,31.91,9.02,4.76,0.48,60.69
24.72,31.47,8.93,4.33,0.46,61.77
24.04,31.07,8.89,4.12,0.43,64.19
23.73,30.97,8.78,3.94,0.42,65.69
23.02,30.28,8.47,3.66,0.42,64.8
22.03,29.4,8.11,4.3,0.44,63.39
20.33,28.45,7.91,7.84,0.53,60.36
22.35,29.9,8.65,5.26,0.49,62.46
23.43,31.05,9.38,5.61,0.49,63.57
23.35,31.52,10.02,8.03,0.51,62.88
23.69,32.07,10.45,9.74,0.52,61.69
25.23,34.03,10.89,9.65,0.54,60.55
27,36.18,11.22,7.52,0.55,60.87
27.39,37.08,11.37,8.16,0.55,59.54
27.04,37.34,11.47,8.53,0.55,60.83
25.61,36.95,11.08,9.45,0.56,61.92
23.92,36.22,10.52,10.28,0.56,61.33
23.38,36,10.11,9.39,0.54,63.51
23.51,35.91,10.33,7.38,0.51,65.82
24.55,36.85,10.98,5.64,0.49,67.84
25.82,38.2,11.8,4.99,0.48,68.23
26.8,39.32,12.66,4.43,0.47,66.73
27.48,40.27,13.82,4.53,0.46,63.77
